"%Acm. Venda","Código Produto","Produto : Empresa","Código Empresa","Embalagem Unitária","Itens (SKU)","Quantidade em Estoque","Quantidade Reservada","Quantidade Disponível","Valor Preço de Venda","%Partic. Pr.Vda","Preço Vda Unitário","Valor Custo Líquido","%Partic. Cto Liq.","Custo Liq. Unitário","Cto. Liq Unitário (Líquido de ICMS)","Cto. Liq Unitário (Líquido de ICMS) Total","Lucrat. Marg %","Lucratividade Unit.","Lucratividade Valor","%Partic. Lucrat.","% Mark Up","% Mark Down","Valor Custo Bruto","% Partic. Cto Bruto","Cto Bruto Unitário","Contribuição Valor","% Partic. Contrib.","Contrib. Marg %","Qtd. Pend. Ped.Compra","Qtd. Pend. Ped.Exped.","Média Vda/Dia","Dias de Estoque","Dias Ult. Entrada","Dias Ult. Entrada c/ Alt. Custo","Peso Bruto","%Partic. Peso Brt","Peso Líquido","Despesa Venda","Compror","Descontos Diversos","Descontos Transf. PIS","Descontos Transf. COFINS","Descontos Transf. IPI","Descontos Transf. Lucro","Descontos Transf. Verba","Descontos Transf. Diferença","Descontos Transferências","Descontos Totais","Comissão s/ Venda","Tot.Impostos s/ Venda","ICMS s/ Venda","PIS s/ Venda","COFINS s/ Venda","Outros Impostos","Código Acesso","Estq Emp","Custo Fiscal Unit.","Custo Fiscal Total","Despesa Fixa Unit.","Desconto Fixo Unit.","Despesa Fixa","Desconto Fixo","Descontos Transf. Rest.ICMS/ST","Quantidade Estoque Mínimo","Quantidade  Estoque Máximo","Quantidade  Dias Sem Vendas"
"67,72","115707","FD HUGGIES TRIPLA PROT HIPER G 78UN : 501-MM SP","501","UN 1","1","1.131,000","0,000","1.131,000","80.312,31","0,17","71,01","75.298,10","0,18","66,5766","61,8200","69.919,10","-8,76","-6,22","-7.032,64","0,64","6,66","6,24","75.298,10","0,18","66,5766","3.407,96","0,06","4,24","0,000","0,000","21,850","51,76","1,0","21,0","2.355,873","0,07","2.355,873","10.440,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.606,25","0,00","0,00","1.325,15","6.103,74","0,00","7896007549269","1.131,000","63,86","72.226,59","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"67,80","115708","FD HUGGIES TRIPLA PROT HIPER M 92UN : 501-MM SP","501","UN 1","1","522,000","0,000","522,000","37.067,22","0,08","71,01","34.752,97","0,08","66,5766","61,8200","32.270,35","-8,76","-6,22","-3.245,83","0,29","6,66","6,24","34.752,97","0,08","66,5766","1.572,91","0,03","4,24","0,000","0,000","14,000","37,29","4,0","4,0","1.087,326","0,03","1.087,326","4.818,74","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","741,34","0,00","0,00","611,61","2.817,11","0,00","7896007549252","522,000","63,94","33.374,54","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"67,89","115709","FD HUGGIES TRIPLA PROT HIPER XG 66UN : 501-MM SP","501","UN 1","1","624,000","0,000","624,000","44.310,24","0,09","71,01","41.543,78","0,10","66,5766","61,8200","38.576,05","-8,76","-6,22","-3.880,08","0,35","6,66","6,24","41.543,78","0,10","66,5766","1.880,26","0,03","4,24","0,000","0,000","22,250","28,04","1,0","4,0","1.299,792","0,04","1.299,792","5.760,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","886,20","0,00","0,00","731,12","3.367,58","0,00","7896007549276","624,000","63,94","39.896,01","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","30"
"68,04","118853","FD HUGGIES TRIPLA PROT HIPER XXG 66UN : 501-MM SP","501","UN 1","1","974,999","0,000","974,999","69.234,68","0,15","71,01","64.912,09","0,16","66,5766","61,8200","60.275,02","-8,76","-6,22","-6.062,61","0,55","6,66","6,24","64.912,09","0,16","66,5766","2.937,90","0,05","4,24","0,000","0,000","8,400","116,07","1,0","22,0","2.030,923","0,06","2.030,923","9.000,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.384,69","0,00","0,00","1.142,37","5.261,84","0,00","7896007551293","974,999","62,96","61.382,89","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","29"
"68,10","116949","FD HUGGIES TRIPLA PROT JUMBINHO G 14UN : 501-MM SP","501","UN 1","1","1.761,000","0,000","1.761,000","28.123,17","0,06","15,97","24.076,55","0,06","13,6721","12,7000","22.355,99","-0,61","-0,10","-171,86","0,02","16,81","14,39","24.076,55","0,06","13,6721","3.484,15","0,06","12,39","0,000","0,000","67,800","25,97","7,0","24,0","729,054","0,02","729,054","3.656,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","562,46","0,00","0,00","464,03","2.137,36","0,00","7896007552429","1.761,000","12,63","22.241,41","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"68,10","114778","FD HUGGIES TRIPLA PROT JUMBINHO G 18UN : 501-MM SP","501","UN 1","1","2,000","0,000","2,000","31,94","0,00","15,97","27,34","0,00","13,6721","12,7000","25,39","-0,61","-0,10","-0,20","0,00","16,81","14,39","27,34","0,00","13,6721","3,96","0,00","12,39","0,000","0,000","283,200","0,01","98,0","976,0","0,828","0,00","0,828","4,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,64","0,00","0,00","0,53","2,43","0,00","7896007550210","2,000","11,77","23,53","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","846"
"68,13","116951","FD HUGGIES TRIPLA PROT JUMBINHO M 16UN : 501-MM SP","501","UN 1","1","996,000","0,000","996,000","15.906,12","0,03","15,97","13.617,40","0,03","13,6721","12,7000","12.644,27","-0,61","-0,10","-97,20","0,01","16,81","14,39","13.617,40","0,03","13,6721","1.970,59","0,03","12,39","0,000","0,000","50,750","19,63","4,0","4,0","412,344","0,01","412,344","2.067,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","318,12","0,00","0,00","262,45","1.208,87","0,00","7896007552412","996,000","12,63","12.579,42","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2"
"68,17","116950","FD HUGGIES TRIPLA PROT JUMBINHO P 18UN : 501-MM SP","501","UN 1","1","1.215,000","0,000","1.215,000","19.403,55","0,04","15,97","16.611,59","0,04","13,6721","12,7000","15.424,49","-0,61","-0,10","-118,57","0,01","16,81","14,39","16.611,59","0,04","13,6721","2.403,89","0,04","12,39","0,000","0,000","32,600","37,27","7,0","27,0","503,010","0,02","503,010","2.522,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","388,07","0,00","0,00","320,16","1.474,67","0,00","7896007552405","1.215,000","12,63","15.348,86","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","13"
"68,19","116948","FD HUGGIES TRIPLA PROT JUMBINHO XG 12UN : 501-MM SP","501","UN 1","1","687,000","0,000","687,000","10.971,39","0,02","15,97","9.392,73","0,02","13,6721","12,7000","8.721,50","-0,61","-0,10","-67,05","0,01","16,81","14,39","9.392,73","0,02","13,6721","1.359,23","0,02","12,39","0,000","0,000","45,400","15,13","7,0","21,0","284,418","0,01","284,418","1.426,28","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","219,43","0,00","0,00","181,03","833,83","0,00","7896007552436","687,000","12,63","8.676,79","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"68,19","114776","FD HUGGIES TRIPLA PROT JUMBINHO XG 14UN : 501-MM SP","501","UN 1","1","1,000","0,000","1,000","15,97","0,00","15,97","13,67","0,00","13,6721","12,7000","12,70","-0,61","-0,10","-0,10","0,00","16,81","14,39","13,67","0,00","13,6721","1,98","0,00","12,39","0,000","0,000","195,100","0,01","853,0","976,0","0,414","0,00","0,414","2,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,32","0,00","0,00","0,26","1,21","0,00","7896007550227","1,000","11,36","11,36","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","846"
"68,23","114777","FD HUGGIES TRIPLA PROT JUMBINHO XXG 12UN : 501-MM SP","501","UN 1","1","1.210,000","0,000","1.210,000","19.323,70","0,04","15,97","16.543,23","0,04","13,6721","12,7000","15.361,01","-0,61","-0,10","-118,09","0,01","16,81","14,39","16.543,23","0,04","13,6721","2.393,99","0,04","12,39","0,000","0,000","47,200","25,64","7,0","27,0","500,940","0,02","500,940","2.512,08","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","386,47","0,00","0,00","318,84","1.468,60","0,00","7896007550234","1.210,000","12,63","15.282,22","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"68,23","88900","FD HUGGIES TRIPLA PROT JUMBO XXG 22UN : 501-MM SP","501","UN 1","1","31,000","0,000","31,000","857,25","0,00","27,65","665,77","0,00","21,4765","19,9400","618,04","7,34","2,03","62,89","-0,01","28,76","22,34","665,77","0,00","21,4765","174,34","0,00","20,34","0,000","0,000","45,200","0,69","70,0","70,0","23,126","0,00","23,126","111,44","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","17,15","0,00","0,00","14,14","65,15","0,00","7896007547982","31,000","19,91","617,07","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","27"
"68,23","116945","FD HUGGIES TRIPLA PROT JUMBO. G 24UN : 501-MM SP","501","PT 1","1","57,000","0,000","57,000","1.566,17","0,00","27,48","1.228,58","0,00","21,5540","20,0100","1.140,47","6,56","1,80","102,67","-0,01","27,48","21,56","1.228,58","0,00","21,5540","306,27","0,01","19,56","0,000","0,000","52,050","1,10","50,0","77,0","37,848","0,00","37,848","203,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","31,32","0,00","0,00","25,84","119,03","0,00","7896007552467","57,000","19,91","1.134,82","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","27"
"68,23","1311","FD HUGGIES TRIPLA PROT JUMBO. G 28UN : 501-MM SP","501","PT 1","1","2,000","0,000","2,000","54,95","0,00","27,48","43,11","0,00","21,5540","20,0100","40,02","6,56","1,80","3,60","0,00","27,48","21,56","43,11","0,00","21,5540","10,75","0,00","19,56","0,000","0,000","102,450","0,02","98,0","996,0","1,328","0,00","1,328","7,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,10","0,00","0,00","0,91","4,18","0,00","7896007513314","2,000","18,74","37,48","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","870"
"68,23","116946","FD HUGGIES TRIPLA PROT JUMBO. M 28UN : 501-MM SP","501","PT 1","1","46,000","0,000","46,000","1.263,93","0,00","27,48","991,48","0,00","21,5540","20,0100","920,38","6,56","1,80","82,86","-0,01","27,48","21,56","991,48","0,00","21,5540","247,17","0,00","19,56","0,000","0,000","53,050","0,87","69,0","69,0","30,544","0,00","30,544","164,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,28","0,00","0,00","20,85","96,06","0,00","7896007552450","46,000","19,91","915,65","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","30"
"68,23","1318","FD HUGGIES TRIPLA PROT JUMBO. M 32UN : 501-MM SP","501","PT 1","1","2,000","0,000","2,000","54,95","0,00","27,48","43,11","0,00","21,5540","20,0100","40,02","6,56","1,80","3,60","0,00","27,48","21,56","43,11","0,00","21,5540","10,75","0,00","19,56","0,000","0,000","82,800","0,02","98,0","993,0","1,328","0,00","1,328","7,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,10","0,00","0,00","0,91","4,18","0,00","7896007512317","2,000","18,72","37,44","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","850"
"68,24","116947","FD HUGGIES TRIPLA PROT JUMBO. P 32UN : 501-MM SP","501","PT 1","1","105,000","0,000","105,000","2.885,05","0,01","27,48","2.263,17","0,01","21,5540","20,0100","2.100,86","6,56","1,80","189,13","-0,02","27,48","21,56","2.263,17","0,01","21,5540","564,18","0,01","19,56","0,000","0,000","10,950","9,59","56,0","77,0","69,720","0,00","69,720","375,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","57,70","0,00","0,00","47,60","219,26","0,00","7896007552443","105,000","19,93","2.092,36","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","27"
"68,24","1322","FD HUGGIES TRIPLA PROT JUMBO. P 36UN : 501-MM SP","501","PT 1","1","2,000","0,000","2,000","54,95","0,00","27,48","43,11","0,00","21,5540","20,0100","40,02","6,56","1,80","3,60","0,00","27,48","21,56","43,11","0,00","21,5540","10,75","0,00","19,56","0,000","0,000","34,850","0,06","98,0","1.025,0","1,328","0,00","1,328","7,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,10","0,00","0,00","0,91","4,18","0,00","7896007510412","-718,000","0,00","0,00","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","843"
"68,25","116944","FD HUGGIES TRIPLA PROT JUMBO. XG 22UN : 501-MM SP","501","PT 1","1","177,000","0,000","177,000","4.863,37","0,01","27,48","3.815,05","0,01","21,5540","20,0100","3.541,45","6,56","1,80","318,81","-0,03","27,48","21,56","3.815,05","0,01","21,5540","951,05","0,02","19,56","0,000","0,000","23,300","7,60","50,0","77,0","117,528","0,00","117,528","632,24","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","97,27","0,00","0,00","80,25","369,62","0,00","7896007552474","177,000","19,91","3.523,91","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","27"
"68,25","1308","FD HUGGIES TRIPLA PROT JUMBO. XG 24UN : 501-MM SP","501","PT 1","1","1,000","0,000","1,000","27,48","0,00","27,48","21,55","0,00","21,5540","20,0100","20,01","6,56","1,80","1,80","0,00","27,48","21,56","21,55","0,00","21,5540","5,37","0,00","19,56","0,000","0,000","93,350","0,01","98,0","996,0","0,664","0,00","0,664","3,57","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,55","0,00","0,00","0,45","2,09","0,00","7896007514311","-701,000","0,00","0,00","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","846"
"68,27","120703","FD HUGGIES TRIPLA PROT MEGA L+ P- G 52UN : 501-MM SP","501","UN 1","1","151,000","0,000","151,000","8.886,35","0,02","58,85","7.108,84","0,02","47,0784","43,7200","6.601,01","5,00","2,94","444,56","-0,04","25,00","20,00","7.108,84","0,02","47,0784","1.599,79","0,03","18,00","0,000","0,000","24,917","6,06","42,0","73,0","202,340","0,01","202,340","1.155,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","177,73","0,00","0,00","146,62","675,36","0,00","7896007553150","151,000","43,51","6.570,48","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","45"
"68,28","120702","FD HUGGIES TRIPLA PROT MEGA L+ P- M 58UN : 501-MM SP","501","UN 1","1","114,000","0,000","114,000","6.708,90","0,01","58,85","5.366,94","0,01","47,0784","43,7200","4.983,54","5,00","2,94","335,63","-0,03","25,00","20,00","5.366,94","0,01","47,0784","1.207,79","0,02","18,00","0,000","0,000","13,383","8,52","71,0","71,0","152,760","0,00","152,760","872,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","134,18","0,00","0,00","110,70","509,88","0,00","7896007553143","114,000","43,51","4.960,51","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","38"
"68,30","120704","FD HUGGIES TRIPLA PROT MEGA L+ P- XXG 44UN : 501-MM SP","501","UN 1","1","151,000","0,000","151,000","8.886,35","0,02","58,85","7.108,84","0,02","47,0784","43,7200","6.601,01","5,00","2,94","444,56","-0,04","25,00","20,00","7.108,84","0,02","47,0784","1.599,79","0,03","18,00","0,000","0,000","5,083","29,71","22,0","22,0","202,340","0,01","202,340","1.155,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","177,73","0,00","0,00","146,62","675,36","0,00","7896007553174","151,000","43,51","6.570,49","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"68,33","120701","FD HUGGIES TRIPLA PROT MEGA. L+ P- XG 48UN : 501-MM SP","501","UN 1","1","240,000","0,000","240,000","14.107,20","0,03","58,78","11.297,17","0,03","47,0716","43,7100","10.490,15","4,92","2,89","693,95","-0,06","24,87","19,92","11.297,17","0,03","47,0716","2.527,88","0,04","17,92","0,000","0,000","7,700","31,17","38,0","38,0","335,520","0,01","335,520","1.833,94","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","282,14","0,00","0,00","232,77","1.072,15","0,00","7896007553167","240,000","43,51","10.442,19","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","21"
"68,36","123042","FD HUGGIES TRIPLA PROT MEGUINHA . L+P- M 36UN : 501-MM SP","501","UN 1","1","474,000","0,000","474,000","13.984,58","0,03","29,50","11.186,84","0,03","23,6009","21,9100","10.384,17","5,01","1,48","700,05","-0,06","25,01","20,01","11.186,84","0,03","23,6009","2.518,05","0,04","18,01","0,000","0,000","48,300","9,81","1,0","4,0","393,420","0,01","393,420","1.818,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","279,69","0,00","0,00","230,75","1.062,83","0,00","7896007553709","474,000","21,91","10.384,17","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"68,41","123041","FD HUGGIES TRIPLA PROT MEGUINHA . L+P- XXG 26UN : 501-MM SP","501","UN 1","1","732,000","0,000","732,000","21.596,44","0,05","29,50","17.275,88","0,04","23,6009","21,9100","16.036,32","5,01","1,48","1.081,10","-0,10","25,01","20,01","17.275,88","0,04","23,6009","3.888,63","0,07","18,01","0,000","0,000","41,200","17,77","1,0","4,0","607,560","0,02","607,560","2.807,54","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","431,93","0,00","0,00","356,34","1.641,33","0,00","7896007553730","732,000","21,91","16.036,31","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"68,51","123044","FD HUGGIES TRIPLA PROT MEGUINHA L+P- G 30UN : 501-MM SP","501","UN 1","1","1.638,000","0,000","1.638,000","48.337,38","0,10","29,51","38.658,32","0,09","23,6009","21,9100","35.884,57","5,02","1,48","2.428,45","-0,22","25,04","20,02","38.658,32","0,09","23,6009","8.712,31","0,15","18,02","0,000","0,000","134,400","12,19","7,0","21,0","972,972","0,03","972,972","6.283,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","966,75","0,00","0,00","797,57","3.673,64","0,00","7896007553716","1.638,000","21,91","35.884,56","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","13"
"68,56","123045","FD HUGGIES TRIPLA PROT MEGUINHA L+P- P 38UN : 501-MM SP","501","UN 1","1","810,000","0,000","810,000","23.903,10","0,05","29,51","19.116,75","0,05","23,6009","21,9100","17.745,12","5,02","1,48","1.200,88","-0,11","25,04","20,02","19.116,75","0,05","23,6009","4.308,29","0,08","18,02","0,000","0,000","39,750","20,38","1,0","62,0","481,140","0,01","481,140","3.107,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","478,06","0,00","0,00","394,40","1.816,64","0,00","7896007553693","810,000","21,91","17.745,11","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"68,68","123043","FD HUGGIES TRIPLA PROT MEGUINHA L+P- XG 28UN : 501-MM SP","501","UN 1","1","1.863,000","0,000","1.863,000","54.977,13","0,12","29,51","43.968,53","0,11","23,6009","21,9100","40.813,77","5,02","1,48","2.762,03","-0,25","25,04","20,02","43.968,53","0,11","23,6009","9.909,06","0,18","18,02","0,000","0,000","65,250","28,55","1,0","4,0","1.106,622","0,03","1.106,622","7.147,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.099,54","0,00","0,00","907,12","4.178,26","0,00","7896007553723","1.863,000","21,91","40.813,76","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"68,68","115187","FD HUGGIES TRIPLA PROT MEGUINHA. G 36UN : 501-MM SP","501","UN 1","1","7,000","0,000","7,000","266,42","0,00","38,06","206,50","0,00","29,4998","27,3900","191,72","7,49","2,85","19,96","0,00","29,02","22,49","206,50","0,00","29,4998","54,59","0,00","20,49","0,000","0,000","52,650","0,13","6,0","77,0","6,797","0,00","6,797","34,63","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,33","0,00","0,00","4,40","20,25","0,00","7896007551323","7,000","26,59","186,16","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"68,68","115188","FD HUGGIES TRIPLA PROT MEGUINHA. M 42UN : 501-MM SP","501","UN 1","1","6,000","0,000","6,000","228,36","0,00","38,06","177,00","0,00","29,4998","27,3900","164,33","7,49","2,85","17,11","0,00","29,02","22,49","177,00","0,00","29,4998","46,79","0,00","20,49","0,000","0,000","46,350","0,13","77,0","77,0","5,826","0,00","5,826","29,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,57","0,00","0,00","3,77","17,36","0,00","7896007551316","6,000","26,60","159,57","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"68,68","115186","FD HUGGIES TRIPLA PROT MEGUINHA. P 46UN : 501-MM SP","501","UN 1","1","1,000","0,000","1,000","38,06","0,00","38,06","29,50","0,00","29,4998","27,3900","27,39","7,49","2,85","2,85","0,00","29,02","22,49","29,50","0,00","29,4998","7,80","0,00","20,49","0,000","0,000","11,250","0,09","70,0","70,0","0,971","0,00","0,971","4,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,76","0,00","0,00","0,63","2,89","0,00","7896007551309","1,000","26,59","26,59","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"68,70","115184","FD HUGGIES TRIPLA PROT MEGUINHA_ XXG 32UN : 501-MM SP","501","UN 1","1","235,000","0,000","235,000","8.337,80","0,02","35,48","6.774,07","0,02","28,8259","26,7700","6.290,01","3,75","1,33","313,06","-0,03","23,08","18,75","6.774,07","0,02","28,8259","1.396,97","0,02","16,75","0,000","0,000","20,600","11,41","77,0","77,0","235,000","0,01","235,000","1.083,91","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","166,76","0,00","0,00","137,57","633,67","0,00","7896007551347","235,000","26,59","6.248,35","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"68,74","120213","FD HUGGIES TRIPLA PROT ROUPINHA G 28UN : 501-MM SP","501","UN 1","1","492,000","0,000","492,000","20.683,68","0,04","42,04","16.546,75","0,04","33,6316","31,2200","15.359,51","5,00","2,10","1.034,38","-0,09","25,00","20,00","16.546,75","0,04","33,6316","3.723,26","0,07","18,00","0,000","0,000","0,267","1.842,70","129,0","561,0","364,080","0,01","364,080","2.688,88","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","413,67","0,00","0,00","341,28","1.571,96","0,00","7896007553051","492,000","31,22","15.359,51","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","29"
"68,80","120212","FD HUGGIES TRIPLA PROT ROUPINHA XG 24UN : 501-MM SP","501","UN 1","1","648,000","0,000","648,000","27.241,92","0,06","42,04","21.793,28","0,05","33,6316","31,2200","20.229,60","5,00","2,10","1.362,36","-0,12","25,00","20,00","21.793,28","0,05","33,6316","4.903,80","0,09","18,00","0,000","0,000","0,567","1.142,86","129,0","561,0","479,520","0,01","479,520","3.541,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","544,84","0,00","0,00","449,49","2.070,39","0,00","7896007553068","648,000","31,22","20.229,60","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","29"
"68,86","120211","FD HUGGIES TRIPLA PROT ROUPINHA XXG 22UN : 501-MM SP","501","UN 1","1","679,000","0,000","679,000","28.545,16","0,06","42,04","22.835,86","0,06","33,6316","31,2200","21.197,37","5,00","2,10","1.427,53","-0,13","25,00","20,00","22.835,86","0,06","33,6316","5.138,40","0,09","18,00","0,000","0,000","0,300","2.263,33","129,0","561,0","502,460","0,02","502,460","3.710,87","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","570,90","0,00","0,00","471,00","2.169,43","0,00","7896007553075","679,000","31,22","21.197,37","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","28"
"68,86","115661","FIO D SANIFILL 125M CLASSIC LV+ PG- : 501-MM SP","501","UN 1","1","39,000","0,000","39,000","264,03","0,00","6,77","216,54","0,00","5,5523","5,5500","216,54","1,99","0,13","5,25","0,00","21,93","17,99","216,54","0,00","5,5523","39,57","0,00","14,99","0,000","0,000","2,100","18,57","77,0","79,0","1,482","0,00","1,482","34,32","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,92","0,00","0,00","0,00","0,00","0,00","7896114312763","39,000","5,53","215,56","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","37"
"68,87","115662","FITA D SANIFILL 125M CLASSIC L+ P- LV+ PG- : 501-MM SP","501","UN 1","1","477,000","0,000","477,000","3.151,38","0,01","6,61","2.520,25","0,01","5,2836","5,2800","2.520,25","5,03","0,33","158,42","-0,01","25,04","20,03","2.520,25","0,01","5,2836","568,10","0,01","18,03","0,000","0,000","1,450","328,97","28,0","498,0","19,557","0,00","19,557","409,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","63,03","0,00","0,00","0,00","0,00","0,00","7896114312817","477,000","5,28","2.520,25","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","30"
"68,87","115151","FS MOLHO KNORR 1,1KG PREPARO MOLHO BRANCO : 501-MM SP","501","UN 1","1","0,998","0,000","0,998","50,33","0,00","50,43","43,23","0,00","43,3179","34,4700","34,40","-6,40","-3,23","-3,22","0,00","16,42","14,10","43,23","0,00","43,3179","6,09","0,00","12,10","0,000","0,000","0,000","0,00","356,0","657,0","1,108","0,00","1,098","9,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,01","0,00","9,06","0,83","3,83","0,00","7891150025400","0,998","33,76","33,69","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","664"
"68,87","15424","FS SOPA KNORR 850G CREME CEBOLA : 501-MM SP","501","PT 1","1","12,000","0,000","12,000","407,88","0,00","33,99","375,67","0,00","31,3056","24,9500","299,39","-12,60","-4,28","-51,40","0,00","8,57","7,90","375,67","0,00","31,3056","24,06","0,00","5,90","0,000","0,000","0,817","14,69","160,0","496,0","10,464","0,00","10,464","75,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","8,16","0,00","73,42","6,73","31,00","0,00","7894000032672","12,000","24,98","299,78","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","531"
"68,87","80944","FUBA YOKI 1KG MIMOSO : 501-MM SP","501","UN 1","1","80,000","0,000","80,000","604,00","0,00","7,55","469,13","0,00","5,8642","5,4700","437,40","5,33","0,40","32,19","0,00","28,75","22,33","469,13","0,00","5,8642","122,79","0,00","20,33","0,000","0,000","3,400","23,53","20,0","27,0","82,240","0,00","82,240","90,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,08","0,00","42,28","0,00","0,00","0,00","7891095200467","80,000","5,12","409,50","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
