"%Acm. Venda","Código Produto","Produto : Empresa","Código Empresa","Embalagem Unitária","Itens (SKU)","Quantidade em Estoque","Quantidade Reservada","Quantidade Disponível","Valor Preço de Venda","%Partic. Pr.Vda","Preço Vda Unitário","Valor Custo Líquido","%Partic. Cto Liq.","Custo Liq. Unitário","Cto. Liq Unitário (Líquido de ICMS)","Cto. Liq Unitário (Líquido de ICMS) Total","Lucrat. Marg %","Lucratividade Unit.","Lucratividade Valor","%Partic. Lucrat.","% Mark Up","% Mark Down","Valor Custo Bruto","% Partic. Cto Bruto","Cto Bruto Unitário","Contribuição Valor","% Partic. Contrib.","Contrib. Marg %","Qtd. Pend. Ped.Compra","Qtd. Pend. Ped.Exped.","Média Vda/Dia","Dias de Estoque","Dias Ult. Entrada","Dias Ult. Entrada c/ Alt. Custo","Peso Bruto","%Partic. Peso Brt","Peso Líquido","Despesa Venda","Compror","Descontos Diversos","Descontos Transf. PIS","Descontos Transf. COFINS","Descontos Transf. IPI","Descontos Transf. Lucro","Descontos Transf. Verba","Descontos Transf. Diferença","Descontos Transferências","Descontos Totais","Comissão s/ Venda","Tot.Impostos s/ Venda","ICMS s/ Venda","PIS s/ Venda","COFINS s/ Venda","Outros Impostos","Código Acesso","Estq Emp","Custo Fiscal Unit.","Custo Fiscal Total","Despesa Fixa Unit.","Desconto Fixo Unit.","Despesa Fixa","Desconto Fixo","Descontos Transf. Rest.ICMS/ST","Quantidade Estoque Mínimo","Quantidade  Estoque Máximo","Quantidade  Dias Sem Vendas"
"21,78","119977","BEB.VINHO SANGUE DE BOI 275ML TT.SV GASEIFICADO : 501-MM SP","501","UN 1","1","318,000","0,000","318,000","1.787,16","0,00","5,62","1.419,76","0,00","4,4647","3,6700","1.166,19","4,56","0,26","81,45","-0,01","25,88","20,56","1.419,76","0,00","4,4647","331,65","0,01","18,56","0,000","0,000","3,400","93,53","24,0","24,0","172,674","0,01","172,674","250,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,74","0,00","446,79","29,49","135,82","0,00","7891141036897","318,000","3,67","1.166,52","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"21,81","17020","BEB.VINHO SANGUE DE BOI 4L TT.SC : 501-MM SP","501","GA 1","1","268,000","0,000","268,000","15.182,20","0,03","56,65","12.121,02","0,03","45,2277","37,1300","9.949,86","4,16","2,36","632,03","-0,06","25,26","20,16","12.121,02","0,03","45,2277","2.757,54","0,05","18,16","0,000","0,000","0,667","401,80","156,0","420,0","1.489,544","0,05","1.489,544","2.125,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","303,64","0,00","3.795,55","250,51","1.153,85","0,00","7891141021688","268,000","33,17","8.889,88","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","28"
"21,83","17232","BEB.VINHO SANGUE DE BOI 4L TT.SV : 501-MM SP","501","GA 1","1","178,000","0,000","178,000","10.083,70","0,02","56,65","8.050,53","0,02","45,2277","37,1300","6.608,49","4,16","2,36","419,78","-0,04","25,26","20,16","8.050,53","0,02","45,2277","1.831,50","0,03","18,16","0,000","0,000","1,967","90,49","66,0","128,0","989,324","0,03","989,324","1.411,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","201,67","0,00","2.520,93","166,38","766,36","0,00","7891141021701","178,000","37,98","6.760,18","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","17"
"21,84","119978","BEB.VINHO SANGUE DE BOI 660ML TT.SV GASEIFICADO : 501-MM SP","501","UN 1","1","210,000","0,000","210,000","3.080,70","0,01","14,67","2.464,47","0,01","11,7356","9,5900","2.014,39","5,00","0,73","154,13","-0,01","25,00","20,00","2.464,47","0,01","11,7356","554,62","0,01","18,00","0,000","0,000","0,900","233,33","311,0","618,0","285,180","0,01","285,180","400,49","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","61,61","0,00","770,18","50,83","234,13","0,00","7891141036750","210,000","9,59","2.014,39","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","34"
"21,84","114131","BEB.VINHO SANGUE DE BOI 750ML BCO. SV. : 501-MM SP","501","GA 1","1","222,000","0,000","222,000","2.350,98","0,00","10,59","2.013,89","0,00","9,0716","7,4500","1.653,89","-1,66","-0,18","-39,07","0,00","16,74","14,34","2.013,89","0,00","9,0716","290,07","0,01","12,34","0,000","0,000","12,600","17,62","24,0","24,0","256,632","0,01","256,632","329,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","47,02","0,00","587,75","38,79","178,67","0,00","7891141026973","222,000","6,93","1.538,94","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"21,85","17613","BEB.VINHO SANGUE DE BOI 750ML TT. SC. : 501-MM SP","501","GA 1","1","336,000","0,000","336,000","3.558,24","0,01","10,59","3.048,05","0,01","9,0716","7,4500","2.503,19","-1,66","-0,18","-59,13","0,01","16,74","14,34","3.048,05","0,01","9,0716","439,03","0,01","12,34","0,000","0,000","56,900","5,91","17,0","24,0","388,416","0,01","388,416","498,15","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","71,16","0,00","889,56","58,71","270,43","0,00","7891141004254","336,000","6,93","2.329,97","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"21,89","17570","BEB.VINHO SANGUE DE BOI 750ML TT. SV. : 501-MM SP","501","GA 1","1","1.824,000","0,000","1.824,000","19.316,16","0,04","10,59","16.546,55","0,04","9,0716","7,4500","13.588,72","-1,66","-0,18","-320,98","0,03","16,74","14,34","16.546,55","0,04","9,0716","2.383,28","0,04","12,34","0,000","0,000","215,000","8,48","1,0","24,0","2.108,544","0,06","2.108,544","2.704,26","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","386,32","0,00","4.829,04","318,72","1.468,03","0,00","7891141004469","1.824,000","6,94","12.653,60","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"21,90","120221","BEB.VINHO ST.GERMAIN 275ML FRISANTE BRANCO : 501-MM SP","501","GA 1","1","762,000","0,000","762,000","4.488,18","0,01","5,89","3.590,08","0,01","4,7114","3,8500","2.931,54","4,51","0,27","202,43","-0,02","25,02","20,01","3.590,08","0,01","4,7114","785,90","0,01","17,51","0,000","0,000","0,833","914,77","1,0","499,0","209,550","0,01","213,360","583,46","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","112,20","0,00","1.122,05","74,05","341,10","0,00","7891141036910","762,000","3,85","2.931,54","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","13"
"21,90","120222","BEB.VINHO ST.GERMAIN 275ML FRISANTE ROSE : 501-MM SP","501","GA 1","1","283,000","0,000","283,000","1.666,87","0,00","5,89","1.333,32","0,00","4,7114","3,8500","1.088,75","4,51","0,27","75,18","-0,01","25,02","20,01","1.333,32","0,00","4,7114","291,88","0,01","17,51","0,000","0,000","1,033","273,96","3,0","499,0","77,825","0,00","79,240","216,69","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41,67","0,00","416,72","27,50","126,68","0,00","7891141036934","283,000","3,85","1.088,75","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"21,91","17616","BEB.VINHO ST.GERMAIN 750ML BCO. ASSEMB. : 501-MM SP","501","GA 1","1","162,000","0,000","162,000","2.465,64","0,01","15,22","1.978,99","0,00","12,2160","9,9600","1.613,22","4,74","0,72","116,81","-0,01","24,59","19,74","1.978,99","0,00","12,2160","437,34","0,01","17,74","0,000","0,000","4,300","37,67","51,0","51,0","214,650","0,01","214,650","320,53","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","49,31","0,00","616,41","40,68","187,39","0,00","7891141014871","162,000","9,62","1.558,21","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"21,91","48490","BEB.VINHO ST.GERMAIN 750ML FRISANTE BCO SUAVE : 501-MM SP","501","GA 1","1","42,000","0,000","42,000","608,58","0,00","14,49","522,82","0,00","12,4480","10,2100","428,85","-1,91","-0,28","-11,61","0,00","16,40","14,09","522,82","0,00","12,4480","73,59","0,00","12,09","0,000","0,000","7,300","5,75","6,0","6,0","52,500","0,00","52,500","85,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,17","0,00","152,15","10,04","46,25","0,00","7891141026690","42,000","10,72","450,08","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"21,92","48492","BEB.VINHO ST.GERMAIN 750ML FRISANTE TTO : 501-MM SP","501","GA 1","1","192,000","0,000","192,000","2.782,08","0,01","14,49","2.390,01","0,01","12,4480","10,2100","1.960,46","-1,91","-0,28","-53,07","0,00","16,40","14,09","2.390,01","0,01","12,4480","336,43","0,01","12,09","0,000","0,000","3,100","61,94","24,0","24,0","240,000","0,01","240,000","389,49","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","55,64","0,00","695,52","45,90","211,44","0,00","7891141026751","192,000","10,80","2.073,65","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","29"
"21,93","17031","BEB.VINHO ST.GERMAIN 750ML TT ASSEMB. : 501-MM SP","501","GA 1","1","414,000","0,000","414,000","5.771,16","0,01","13,94","4.952,34","0,01","11,9622","9,8200","4.067,22","-1,81","-0,25","-104,57","0,01","16,53","14,19","4.952,34","0,01","11,9622","703,39","0,01","12,19","0,000","0,000","17,000","24,35","51,0","51,0","524,952","0,02","524,952","807,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","115,42","0,00","1.442,79","95,22","438,61","0,00","7891141000553","414,000","9,70","4.014,65","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"21,95","17040","BEB.VINHO ST.GERMAIN 750ML TT MERLOT : 501-MM SP","501","GA 1","1","611,000","0,000","611,000","8.517,34","0,02","13,94","7.308,89","0,02","11,9622","9,8200","6.002,59","-1,81","-0,25","-154,33","0,01","16,53","14,19","7.308,89","0,02","11,9622","1.038,10","0,02","12,19","0,000","0,000","10,200","59,90","51,0","51,0","774,748","0,02","774,748","1.192,43","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","170,35","0,00","2.129,34","140,54","647,32","0,00","7891141019135","611,000","9,71","5.930,92","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","20"
"21,96","17041","BEB.VINHO ST.GERMAIN 750ML TT SV CAB : 501-MM SP","501","GA 1","1","444,000","0,000","444,000","6.189,36","0,01","13,94","5.311,21","0,01","11,9622","9,8200","4.361,95","-1,81","-0,25","-112,15","0,01","16,53","14,19","5.311,21","0,01","11,9622","754,36","0,01","12,19","0,000","0,000","15,600","28,46","24,0","24,0","562,992","0,02","562,992","866,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","123,79","0,00","1.547,34","102,12","470,39","0,00","7891141023668","444,000","9,84","4.370,23","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","2"
"21,96","121193","BEB.VINHO.CHI.CASIL.D.DIABLO 750ML BELIGHT ROSE : 501-MM SP","501","UN 1","1","15,000","0,000","15,000","471,60","0,00","31,44","390,09","0,00","26,0058","24,9900","374,82","1,78","0,56","8,42","0,00","20,90","17,28","390,09","0,00","26,0058","69,72","0,00","14,78","0,000","0,000","77,567","0,19","14,0","57,0","19,035","0,00","19,035","61,31","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,79","0,00","117,90","7,78","35,84","0,00","7804320756813","15,000","23,37","350,54","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"22,00","121194","BEB.VINHO.CHI.CASIL.D.DIABLO 750ML BELIGHT SAUV.BL : 501-MM SP","501","UN 1","1","613,000","0,000","613,000","19.272,72","0,04","31,44","15.941,53","0,04","26,0058","24,9900","15.317,77","1,78","0,56","343,91","-0,03","20,90","17,28","15.941,53","0,04","26,0058","2.849,37","0,05","14,78","0,000","0,000","93,267","6,57","29,0","56,0","777,897","0,02","777,897","2.505,45","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","481,82","0,00","4.818,18","318,00","1.464,73","0,00","7804320756820","613,000","23,37","14.326,33","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","22"
"22,11","121195","BEB.VINHO.CHI.CASIL.D.DIABLO 750ML. DEV.CAR. CABER : 501-MM SP","501","UN 1","1","1.848,000","0,000","1.848,000","53.592,00","0,11","29,00","52.967,38","0,13","28,6620","27,5200","50.862,26","-14,33","-4,16","-7.682,14","0,69","1,18","1,17","52.967,38","0,13","28,6620","-715,18","-0,01","-1,33","0,000","0,000","12,217","151,26","113,0","372,0","2.350,656","0,07","2.350,656","6.966,96","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.339,80","0,00","13.398,00","884,27","4.072,99","0,00","7804320760124","1.848,000","27,52","50.865,14","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"22,25","121196","BEB.VINHO.CHI.CASIL.D.DIABLO 750ML. DEV.CAR. SWEET : 501-MM SP","501","UN 1","1","2.220,000","0,000","2.220,000","64.380,00","0,14","29,00","63.629,64","0,16","28,6620","27,5200","61.100,76","-14,33","-4,16","-9.228,54","0,83","1,18","1,17","63.629,64","0,16","28,6620","-859,14","-0,02","-1,33","0,000","0,000","5,550","400,00","113,0","372,0","2.823,840","0,09","2.823,840","8.369,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.609,50","0,00","16.095,00","1.062,27","4.892,88","0,00","7804320760131","2.220,000","27,52","61.096,42","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"22,40","121198","BEB.VINHO.CHI.CASIL.D.DIABLO 750ML. DEV.CAR.RED : 501-MM SP","501","UN 1","1","2.506,000","0,000","2.506,000","72.674,00","0,15","29,00","71.826,98","0,18","28,6620","27,5200","68.972,30","-14,33","-4,16","-10.417,45","0,94","1,18","1,17","71.826,98","0,18","28,6620","-969,83","-0,02","-1,33","0,000","0,000","5,433","461,26","113,0","379,0","3.187,632","0,10","3.187,632","9.447,62","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.816,85","0,00","18.168,50","1.199,12","5.523,22","0,00","7804320760117","2.506,000","27,52","68.956,79","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","21"
"22,49","121197","BEB.VINHO.CHI.CASIL.D.DIABLO 750ML. DEV.CAR.SAUV.B : 501-MM SP","501","UN 1","1","1.452,000","0,000","1.452,000","42.108,00","0,09","29,00","41.617,23","0,10","28,6620","27,5200","39.963,20","-14,33","-4,16","-6.035,97","0,55","1,18","1,17","41.617,23","0,10","28,6620","-561,93","-0,01","-1,33","0,000","0,000","5,450","266,42","93,0","372,0","1.846,944","0,06","1.846,944","5.474,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.052,70","0,00","10.527,00","694,78","3.200,21","0,00","7804320760148","1.452,000","27,53","39.977,39","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"22,50","39423","BEB.VODKA IMP.CIROC 750ML RED BERRY : 501-MM SP","501","GA 1","1","20,000","0,000","20,000","3.889,55","0,01","194,48","3.292,38","0,01","164,6192","154,1300","3.082,59","-0,65","-1,26","-25,16","0,00","18,14","15,35","3.292,38","0,01","164,6192","480,48","0,01","12,35","0,000","0,000","1,283","15,59","139,0","139,0","29,960","0,00","29,960","505,64","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","116,69","0,00","0,00","64,18","295,61","0,00","88076175051","20,000","152,23","3.044,60","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","90"
"22,52","48446","BEB.VODKA IMP.CIROC 750ML.  : 501-MM SP","501","GA 1","1","45,000","0,000","45,000","8.818,13","0,02","195,96","7.339,01","0,02","163,0892","153,7900","6.920,53","0,77","1,52","68,21","-0,01","20,15","16,77","7.339,01","0,02","163,0892","1.214,57","0,02","13,77","0,000","0,000","0,017","2.647,06","69,0","69,0","67,410","0,00","67,410","1.146,36","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","264,54","0,00","0,00","145,50","670,18","0,00","88076161863","45,000","141,58","6.371,30","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","56"
"22,54","35824","BEB.VODKA IMP.KETEL ONE 1L : 501-MM SP","501","GA 1","1","103,000","0,000","103,000","9.148,46","0,02","88,82","7.775,82","0,02","75,4934","71,5600","7.370,91","-0,50","-0,44","-45,37","0,00","17,65","15,00","7.775,82","0,02","75,4934","1.143,93","0,02","12,50","0,000","0,000","0,067","1.537,31","139,0","139,0","165,418","0,01","165,418","1.189,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","228,71","0,00","0,00","150,95","695,28","0,00","85156210015","103,000","71,52","7.366,21","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","52"
"22,65","114524","BEB.VODKA IMP.KETEL ONE 750ML GRAPEFRUIT&ROSE : 501-MM SP","501","GA 1","1","616,000","0,000","616,000","51.626,96","0,11","83,81","43.880,74","0,11","71,2350","66,9900","41.265,57","-0,50","-0,42","-255,95","0,02","17,65","15,00","43.880,74","0,11","71,2350","6.455,55","0,11","12,50","0,000","0,000","0,033","18.666,67","1.156,0","1.156,0","834,064","0,03","834,064","6.711,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1.290,67","0,00","0,00","851,84","3.923,65","0,00","85156775002","616,000","66,71","41.093,64","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","24"
"22,67","121964","BEB.VODKA POLAK 900ML : 501-MM SP","501","UN 1","1","577,000","0,000","577,000","8.481,90","0,02","14,70","6.786,14","0,02","11,7611","11,1900","6.455,23","4,99","0,73","423,48","-0,04","24,99","19,99","6.786,14","0,02","11,7611","1.526,13","0,03","17,99","0,000","0,000","1,550","372,26","77,0","294,0","634,700","0,02","357,740","1.102,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","169,64","0,00","0,00","139,95","644,62","0,00","7896002111959","577,000","11,19","6.455,23","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","23"
"22,67","110769","BEB.VODKA SMIRNOFF 1750ML : 501-MM SP","501","GA 1","1","40,000","0,000","40,000","2.064,40","0,00","51,61","1.815,17","0,00","45,3793","43,2700","1.730,75","-2,93","-1,51","-60,43","0,01","13,73","12,07","1.815,17","0,00","45,3793","207,94","0,00","10,07","0,000","0,000","1,400","28,57","87,0","87,0","76,000","0,00","70,000","268,37","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41,29","0,00","0,00","34,06","156,89","0,00","7893218003634","40,000","41,99","1.679,55","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"22,75","75279","BEB.VODKA SMIRNOFF 600ML RED : 501-MM SP","501","GA 1","1","1.608,000","0,000","1.608,000","36.630,24","0,08","22,78","32.543,90","0,08","20,2387","19,2700","30.989,00","-3,84","-0,88","-1.408,20","0,13","12,56","11,16","32.543,90","0,08","20,2387","3.353,73","0,06","9,16","0,000","0,000","143,183","11,23","6,0","24,0","1.530,816","0,05","1.530,816","4.761,93","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","732,60","0,00","0,00","604,40","2.783,90","0,00","7893218002576","1.608,000","17,54","28.196,95","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"23,53","862","BEB.VODKA SMIRNOFF 998ML RED : 501-MM SP","501","GA 1","1","11.873,000","0,000","11.873,000","369.725,22","0,78","31,14","348.585,37","0,85","29,3595","27,9100","331.364,01","-9,28","-2,89","-34.318,93","3,10","6,06","5,72","348.585,37","0,85","29,3595","13.745,35","0,24","3,72","0,000","0,000","1.095,567","10,84","1,0","49,0","17.607,659","0,53","17.607,659","48.064,28","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7.394,50","0,00","0,00","6.100,47","28.099,12","0,00","7893218000473","11.873,000","26,96","320.053,68","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1"
"23,53","116066","BEB.VODKA SMIRNOFF INFUSIONS 998ML PASSION FR/JASM : 501-MM SP","501","UN 1","1","1,000","0,000","1,000","38,28","0,00","38,28","30,63","0,00","30,6257","28,9500","28,95","5,00","1,91","1,91","0,00","24,99","20,00","30,63","0,00","30,6257","6,89","0,00","18,00","0,000","0,000","3,217","0,31","296,0","545,0","1,520","0,00","1,520","4,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,77","0,00","0,00","0,63","2,91","0,00","7893218003733","1,000","30,16","30,16","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","539"
"23,54","116859","BEB.WHIS.IMP SINGLE MALT 750ML GLENKINCHIE : 501-MM SP","501","UN 1","1","12,000","0,000","12,000","4.165,44","0,01","347,12","3.540,67","0,01","295,0558","276,1400","3.313,73","-1,00","-3,48","-41,70","0,00","17,65","15,00","3.540,67","0,01","295,0558","499,81","0,01","12,00","0,000","0,000","0,033","363,64","98,0","926,0","14,664","0,00","14,664","541,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","124,96","0,00","0,00","68,73","316,57","0,00","5000281021980","12,000","276,14","3.313,73","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","70"
"23,56","99179","BEB.WHIS.IMP.BELLS 700ML : 501-MM SP","501","GA 1","1","183,000","0,000","183,000","8.474,73","0,02","46,31","7.400,78","0,02","40,4414","38,0100","6.955,08","-2,33","-1,08","-197,26","0,02","14,51","12,67","7.400,78","0,02","40,4414","904,45","0,02","10,67","0,000","0,000","2,917","62,74","20,0","49,0","201,666","0,01","201,666","1.101,71","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","169,49","0,00","0,00","139,83","644,08","0,00","5000387905634","183,000","35,59","6.513,74","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","14"
"23,57","843","BEB.WHIS.IMP.BLACK E WHITE 1L : 501-MM SP","501","GA 1","1","67,000","0,000","67,000","5.936,20","0,01","88,60","5.045,99","0,01","75,3133","70,2900","4.709,39","0,00","0,00","-0,22","0,00","17,64","15,00","5.045,99","0,01","75,3133","771,48","0,01","13,00","0,000","0,000","0,500","134,00","98,0","139,0","98,758","0,00","98,758","771,71","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","118,72","0,00","0,00","97,95","451,15","0,00","50196081","67,000","70,12","4.697,75","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","13"
"23,57","115679","BEB.WHIS.IMP.BLACK E WHITE 1L EDIÇAO ESPECIAL : 501-MM SP","501","GA 1","1","3,000","0,000","3,000","265,80","0,00","88,60","225,94","0,00","75,3133","70,2900","210,87","0,00","0,00","-0,01","0,00","17,64","15,00","225,94","0,00","75,3133","34,54","0,00","13,00","0,000","0,000","16,550","0,18","1.084,0","1.213,0","4,422","0,00","4,422","34,55","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,32","0,00","0,00","4,39","20,20","0,00","7893218003375","3,000","37,02","111,05","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","1087"
"23,57","115267","BEB.WHIS.IMP.BLACK E WHITE 700ML ORANGE : 501-MM SP","501","GA 1","1","5,000","0,000","5,000","348,00","0,00","69,60","295,82","0,00","59,1633","55,8600","279,30","0,00","0,00","-0,02","0,00","17,64","15,00","295,82","0,00","59,1633","45,22","0,00","13,00","0,000","0,000","0,033","151,52","275,0","275,0","5,450","0,00","5,450","45,24","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,96","0,00","0,00","5,74","26,45","0,00","5000196006232","5,000","54,51","272,53","0,0000","0,0000","0,00","0,00","0,00","0,000","0,000","30"
